cite_key,title,year,is_embodied,is_world_model,is_in_scope,time_in_scope,section_bucket,priority_tier,exclude_reason,source_pdf_path,notes
driess_palm-e_2023,{PaLM}-{E}: {An} {Embodied} {Multimodal} {Language} {Model},2023,true,false,false,false,data-benchmark-eval,supporting,out_of_window,,
gu_rt-trajectory_2023,{RT}-{Trajectory}: {Robotic} {Task} {Generalization} via {Hindsight} {Trajectory} {Sketches},2023,true,false,false,false,foundation-definition,supporting,out_of_window,,
huang_grounded_2023,Grounded {Decoding}: {Guiding} {Text} {Generation} with {Grounded} {Models} for {Embodied} {Agents},2023,true,false,false,false,agent-architecture,supporting,out_of_window,,
huang_voxposer_2023,{VoxPoser}: {Composable} {3D} {Value} {Maps} for {Robotic} {Manipulation} with {Language} {Models},2023,true,true,false,false,world-model-core,core,out_of_window,,
jiang_vima_2023,{VIMA}: {General} {Robot} {Manipulation} with {Multimodal} {Prompts},2023,true,false,false,false,data-benchmark-eval,supporting,out_of_window,,
liang_code_2023,Code as {Policies}: {Language} {Model} {Programs} for {Embodied} {Control},2023,true,false,false,false,data-benchmark-eval,supporting,out_of_window,,
nottingham_embodied_2023,Do embodied agents dream of pixelated sheep: {Embodied} decision making using language guided world modelling,2023,true,true,false,false,world-model-core,core,out_of_window,,
sarch_open-ended_2023,Open-{Ended} {Instructable} {Embodied} {Agents} with {Memory}-{Augmented} {Large} {Language} {Models},2023,true,false,false,false,data-benchmark-eval,supporting,out_of_window,,
song_llm-planner_2023,{LLM}-{Planner}: {Few}-{Shot} {Grounded} {Planning} for {Embodied} {Agents} with {Large} {Language} {Models},2023,true,false,false,false,data-benchmark-eval,supporting,out_of_window,,
walke_bridgedata_2023,Bridgedata v2: {A} dataset for robot learning at scale,2023,true,false,false,false,data-benchmark-eval,supporting,out_of_window,,
wang_voyager_2023,Voyager: {An} {Open}-{Ended} {Embodied} {Agent} with {Large} {Language} {Models},2023,true,false,false,false,policy-learning,supporting,out_of_window,,
wu_embodied_2023,Embodied {Task} {Planning} with {Large} {Language} {Models},2023,true,false,false,false,data-benchmark-eval,supporting,out_of_window,,
wu_plan_2023,"Plan, {Eliminate}, and {Track} -- {Language} {Models} are {Good} {Teachers} for {Embodied} {Agents}",2023,true,false,false,false,data-benchmark-eval,supporting,out_of_window,,
wu_unleashing_2023,Unleashing {Large}-{Scale} {Video} {Generative} {Pre}-training for {Visual} {Robot} {Manipulation},2023,true,false,false,false,data-benchmark-eval,supporting,out_of_window,,
xu_urban_2023,Urban {Generative} {Intelligence} ({UGI}): {A} {Foundational} {Platform} for {Agents} in {Embodied} {City} {Environment},2023,true,false,false,false,agent-architecture,supporting,out_of_window,,
zhao_learning_2023,Learning {Fine}-{Grained} {Bimanual} {Manipulation} with {Low}-{Cost} {Hardware},2023,true,false,false,false,policy-learning,supporting,out_of_window,,
ahmaditeshnizi_optimus_2024,{OptiMUS}: {Scalable} {Optimization} {Modeling} with ({MI}){LP} {Solvers} and {Large} {Language} {Models},2024,true,false,true,true,data-benchmark-eval,supporting,,,
bruce_genie_2024,Genie: {Generative} interactive environments,2024,false,false,false,true,foundation-definition,supporting,not_embodied_related,,
cheang_gr-2_2024,{GR}-2: {A} {Generative} {Video}-{Language}-{Action} {Model} with {Web}-{Scale} {Knowledge} for {Robot} {Manipulation},2024,true,false,true,true,foundation-definition,supporting,,,
chi_diffusion_2024,Diffusion {Policy}: {Visuomotor} {Policy} {Learning} via {Action} {Diffusion},2024,true,false,true,true,data-benchmark-eval,supporting,,,
guo_embodied_2024,Embodied {LLM} {Agents} {Learn} to {Cooperate} in {Organized} {Teams},2024,true,false,true,true,planning-reasoning,supporting,,,
gupta_essential_2024,The {Essential} {Role} of {Causality} in {Foundation} {World} {Models} for {Embodied} {AI},2024,true,true,true,true,world-model-core,core,,,
hong_multiply_2024,Multiply: {A} multisensory object-centric embodied large language model in 3d world,2024,true,false,true,true,foundation-definition,supporting,,,
huang_copa_2024,{CoPa}: {General} {Robotic} {Manipulation} through {Spatial} {Constraints} of {Parts} with {Foundation} {Models},2024,true,false,true,true,planning-reasoning,supporting,,,
huang_embodied_2024,An {Embodied} {Generalist} {Agent} in {3D} {World},2024,true,false,true,true,data-benchmark-eval,supporting,,,
kazemi_learning_2024,Learning {Generative} {Interactive} {Environments} {By} {Trained} {Agent} {Exploration},2024,true,true,true,true,data-benchmark-eval,core,,,
kim_openvla_2024,{OpenVLA}: {An} {Open}-{Source} {Vision}-{Language}-{Action} {Model},2024,true,false,true,true,data-benchmark-eval,supporting,,,
leal_sara-rt_2024,Sara-rt: {Scaling} up robotics transformers with self-adaptive robust attention,2024,true,false,true,true,agent-architecture,supporting,,,
lee_behavior_2024,Behavior {Generation} with {Latent} {Actions},2024,true,false,true,true,data-benchmark-eval,supporting,,,
li_embodied_2024,Embodied agent interface: {Benchmarking} llms for embodied decision making,2024,true,false,true,true,data-benchmark-eval,supporting,,,
li_towards_2024,Towards {Generalist} {Robot} {Policies}: {What} {Matters} in {Building} {Vision}-{Language}-{Action} {Models},2024,true,false,true,true,data-benchmark-eval,supporting,,,
li_vision-language_2024,Vision-{Language} {Foundation} {Models} as {Effective} {Robot} {Imitators},2024,true,false,true,true,data-benchmark-eval,supporting,,,
lin_out_2024,"Out of {Many}, {One}: {Designing} and {Scaffolding} {Proteins} at the {Scale} of the {Structural} {Universe} with {Genie} 2",2024,true,false,true,true,data-benchmark-eval,supporting,,,
oneill_open_2024,Open x-embodiment: {Robotic} learning datasets and rt-x models: {Open} x-embodiment collaboration 0,2024,true,false,true,true,data-benchmark-eval,supporting,,,
salzer_bringing_2024,Bringing the {RT}-1-{X} {Foundation} {Model} to a {SCARA} robot,2024,true,false,true,true,data-benchmark-eval,supporting,,,
team_octo_2024,Octo: {An} {Open}-{Source} {Generalist} {Robot} {Policy},2024,true,false,true,true,data-benchmark-eval,supporting,,,
yang_embodied_2024,Embodied multi-modal agent trained by an llm from a parallel textworld,2024,true,false,true,true,agent-architecture,supporting,,,
yang_physcene_2024,Physcene: {Physically} interactable 3d scene synthesis for embodied ai,2024,true,false,true,true,foundation-definition,supporting,,,
yehudai_genie_2024,Genie: {Achieving} {Human} {Parity} in {Content}-{Grounded} {Datasets} {Generation},2024,true,false,true,true,data-benchmark-eval,supporting,,,
yoshikawa_achieving_2024,Achieving {Faster} and {More} {Accurate} {Operation} of {Deep} {Predictive} {Learning},2024,true,false,true,true,planning-reasoning,supporting,,,
zeng_learning_2024,Learning {Manipulation} by {Predicting} {Interaction},2024,true,false,true,true,data-benchmark-eval,supporting,,,
zhang_building_2024,Building {Cooperative} {Embodied} {Agents} {Modularly} with {Large} {Language} {Models},2024,true,false,true,true,planning-reasoning,supporting,,,
zhen_3d-vla_2024,{3D}-{VLA}: {A} {3D} {Vision}-{Language}-{Action} {Generative} {World} {Model},2024,true,true,true,true,data-benchmark-eval,core,,,
argus_cvla_2025,{cVLA}: {Towards} {Efficient} {Camera}-{Space} {VLAs},2025,true,false,true,true,data-benchmark-eval,supporting,,,
bai_evolve-vla_2025,{EVOLVE}-{VLA}: {Test}-{Time} {Training} from {Environment} {Feedback} for {Vision}-{Language}-{Action} {Models},2025,true,false,true,true,agent-architecture,supporting,,,
bendikas_focusing_2025,Focusing on {What} {Matters}: {Object}-{Agent}-centric {Tokenization} for {Vision} {Language} {Action} models,2025,true,false,true,true,agent-architecture,supporting,,,
berg_semantic_2025,Semantic {World} {Models},2025,true,true,true,true,world-model-core,core,,,
bhat_3d_2025,{3D} {CAVLA}: {Leveraging} {Depth} and {3D} {Context} to {Generalize} {Vision} {Language} {Action} {Models} for {Unseen} {Tasks},2025,true,false,true,true,data-benchmark-eval,supporting,,,
bi_motus_2025,Motus: {A} {Unified} {Latent} {Action} {World} {Model},2025,true,true,true,true,world-model-core,core,,,
bi_vla-touch_2025,{VLA}-{Touch}: {Enhancing} {Vision}-{Language}-{Action} {Models} with {Dual}-{Level} {Tactile} {Feedback},2025,true,false,true,true,data-benchmark-eval,supporting,,,
budzianowski_edgevla_2025,{EdgeVLA}: {Efficient} {Vision}-{Language}-{Action} {Models},2025,true,false,true,true,planning-reasoning,supporting,,,
cen_rynnvla-002_2025,{RynnVLA}-002: {A} {Unified} {Vision}-{Language}-{Action} and {World} {Model},2025,true,true,true,true,data-benchmark-eval,core,,,
cen_worldvla_2025,{WorldVLA}: {Towards} {Autoregressive} {Action} {World} {Model},2025,true,true,true,true,world-model-core,core,,,
chen_conrft_2025,{ConRFT}: {A} {Reinforced} {Fine}-tuning {Method} for {VLA} {Models} via {Consistency} {Policy},2025,true,false,true,true,policy-learning,supporting,,,
chen_goal-vla_2025,Goal-{VLA}: {Image}-{Generative} {VLMs} as {Object}-{Centric} {World} {Models} {Empowering} {Zero}-shot {Robot} {Manipulation},2025,true,true,true,true,world-model-core,core,,,
chen_internvla-m1_2025,{InternVLA}-{M1}: {A} {Spatially} {Guided} {Vision}-{Language}-{Action} {Framework} for {Generalist} {Robot} {Policy},2025,true,false,true,true,planning-reasoning,supporting,,,
chen_planning_2025,Planning with {Reasoning} using {Vision} {Language} {World} {Model},2025,true,true,true,true,data-benchmark-eval,core,,,
chen_unified_2025,Unified {Diffusion} {VLA}: {Vision}-{Language}-{Action} {Model} via {Joint} {Discrete} {Denoising} {Diffusion} {Process},2025,true,false,true,true,data-benchmark-eval,supporting,,,
chen_villa-x_2025,villa-{X}: {Enhancing} {Latent} {Action} {Modeling} in {Vision}-{Language}-{Action} {Models},2025,true,false,true,true,planning-reasoning,supporting,,,
chi_impromptu_2025,Impromptu {VLA}: {Open} {Weights} and {Open} {Data} for {Driving} {Vision}-{Language}-{Action} {Models},2025,true,false,true,true,data-benchmark-eval,supporting,,,
collaboration_open_2025,Open {X}-{Embodiment}: {Robotic} {Learning} {Datasets} and {RT}-{X} {Models},2025,true,false,true,true,data-benchmark-eval,supporting,,,
cui_end--end_2025,End-to-{End} {Dexterous} {Arm}-{Hand} {VLA} {Policies} via {Shared} {Autonomy}: {VR} {Teleoperation} {Augmented} by {Autonomous} {Hand} {VLA} {Policy} for {Efficient} {Data} {Collection},2025,true,false,true,true,data-benchmark-eval,supporting,,,
deng_graspvla_2025,{GraspVLA}: a {Grasping} {Foundation} {Model} {Pre}-trained on {Billion}-scale {Synthetic} {Action} {Data},2025,true,false,true,true,data-benchmark-eval,supporting,,,
dey_revla_2025,Revla: {Reverting} visual domain limitation of robotic foundation models,2025,true,false,true,true,agent-architecture,supporting,,,
din_vision_2025,Vision {Language} {Action} {Models} in {Robotic} {Manipulation}: {A} {Systematic} {Review},2025,true,false,true,true,data-benchmark-eval,supporting,,,
ding_humanoid-vla_2025,Humanoid-{VLA}: {Towards} {Universal} {Humanoid} {Control} with {Visual} {Integration},2025,true,false,true,true,data-benchmark-eval,supporting,,,
ding_understanding_2025,Understanding {World} or {Predicting} {Future}? {A} {Comprehensive} {Survey} of {World} {Models},2025,true,true,true,true,survey-meta,core,,,
dolgopolyi_bridging_2025,"Bridging {Perception}, {Language}, and {Action}: {A} {Survey} and {Bibliometric} {Analysis} of {VLM} \& {VLA} {Systems}",2025,true,false,true,true,survey-meta,core,,,
dong_vita-vla_2025,{VITA}-{VLA}: {Efficiently} {Teaching} {Vision}-{Language} {Models} to {Act} via {Action} {Expert} {Distillation},2025,true,false,true,true,policy-learning,supporting,,,
driess_knowledge_2025,"Knowledge {Insulating} {Vision}-{Language}-{Action} {Models}: {Train} {Fast}, {Run} {Fast}, {Generalize} {Better}",2025,true,false,true,true,planning-reasoning,supporting,,,
du_himoe-vla_2025,{HiMoE}-{VLA}: {Hierarchical} {Mixture}-of-{Experts} for {Generalist} {Vision}-{Language}-{Action} {Policies},2025,true,false,true,true,data-benchmark-eval,supporting,,,
fan_interleave-vla_2025,Interleave-{VLA}: {Enhancing} {Robot} {Manipulation} with {Interleaved} {Image}-{Text} {Instructions},2025,true,false,true,true,data-benchmark-eval,supporting,,,
fan_long-vla_2025,Long-{VLA}: {Unleashing} {Long}-{Horizon} {Capability} of {Vision} {Language} {Action} {Model} for {Robot} {Manipulation},2025,true,false,true,true,data-benchmark-eval,supporting,,,
fang_dualvla_2025,{DualVLA}: {Building} a {Generalizable} {Embodied} {Agent} via {Partial} {Decoupling} of {Reasoning} and {Action},2025,true,false,true,true,data-benchmark-eval,supporting,,,
fang_sqap-vla_2025,{SQAP}-{VLA}: {A} {Synergistic} {Quantization}-{Aware} {Pruning} {Framework} for {High}-{Performance} {Vision}-{Language}-{Action} {Models},2025,true,false,true,true,agent-architecture,supporting,,,
fei_libero-plus_2025,{LIBERO}-{Plus}: {In}-depth {Robustness} {Analysis} of {Vision}-{Language}-{Action} {Models},2025,true,false,true,true,data-benchmark-eval,supporting,,,
feng_embodied_2025,Embodied {AI}: {From} {LLMs} to {World} {Models} [{Feature}],2025,true,true,true,true,world-model-core,core,,,
feng_spatial-aware_2025,Spatial-{Aware} {VLA} {Pretraining} through {Visual}-{Physical} {Alignment} from {Human} {Videos},2025,true,false,true,true,planning-reasoning,supporting,,,
fu_mergevla_2025,{MergeVLA}: {Cross}-{Skill} {Model} {Merging} {Toward} a {Generalist} {Vision}-{Language}-{Action} {Agent},2025,true,false,true,true,policy-learning,supporting,,,
fung_embodied_2025,Embodied {AI} {Agents}: {Modeling} the {World},2025,true,true,true,true,world-model-core,core,,,
gao_vla-os_2025,{VLA}-{OS}: {Structuring} and {Dissecting} {Planning} {Representations} and {Paradigms} in {Vision}-{Language}-{Action} {Models},2025,true,false,true,true,planning-reasoning,supporting,,,
goyal_vla-0_2025,{VLA}-0: {Building} {State}-of-the-{Art} {VLAs} with {Zero} {Modification},2025,true,false,true,true,data-benchmark-eval,supporting,,,
grover_enhancing_2025,Enhancing {Generalization} in {Vision}-{Language}-{Action} {Models} by {Preserving} {Pretrained} {Representations},2025,true,false,true,true,data-benchmark-eval,supporting,,,
gu_manualvla_2025,{ManualVLA}: {A} {Unified} {VLA} {Model} for {Chain}-of-{Thought} {Manual} {Generation} and {Robotic} {Manipulation},2025,true,false,true,true,planning-reasoning,supporting,,,
guan_efficient_2025,Efficient {Vision}-{Language}-{Action} {Models} for {Embodied} {Manipulation}: {A} {Systematic} {Survey},2025,true,false,true,true,survey-meta,core,,,
guo_improving_2025,Improving {Vision}-{Language}-{Action} {Model} with {Online} {Reinforcement} {Learning},2025,true,false,true,true,data-benchmark-eval,supporting,,,
guo_omnivla_2025,{OmniVLA}: {Physically}-{Grounded} {Multimodal} {VLA} with {Unified} {Multi}-{Sensor} {Perception} for {Robotic} {Manipulation},2025,true,false,true,true,agent-architecture,supporting,,,
guo_vdrive_2025,{VDRive}: {Leveraging} {Reinforced} {VLA} and {Diffusion} {Policy} for {End}-to-end {Autonomous} {Driving},2025,true,false,true,true,data-benchmark-eval,supporting,,,
guo_vla-reasoner_2025,{VLA}-{Reasoner}: {Empowering} {Vision}-{Language}-{Action} {Models} with {Reasoning} via {Online} {Monte} {Carlo} {Tree} {Search},2025,true,true,true,true,world-model-core,core,,,
han_percept-wam_2025,Percept-{WAM}: {Perception}-{Enhanced} {World}-{Awareness}-{Action} {Model} for {Robust} {End}-to-{End} {Autonomous} {Driving},2025,true,false,true,true,data-benchmark-eval,supporting,,,
hancock_actions_2025,Actions as {Language}: {Fine}-{Tuning} {VLMs} into {VLAs} {Without} {Catastrophic} {Forgetting},2025,true,false,true,true,data-benchmark-eval,supporting,,,
hancock_run-time_2025,Run-time observation interventions make vision-language-action models more visually robust,2025,true,false,true,true,agent-architecture,supporting,,,
hannus_ia-vla_2025,{IA}-{VLA}: {Input} {Augmentation} for {Vision}-{Language}-{Action} models in settings with semantically complex tasks,2025,true,false,true,true,data-benchmark-eval,supporting,,,
hao_driveaction_2025,{DriveAction}: {A} {Benchmark} for {Exploring} {Human}-like {Driving} {Decisions} in {VLA} {Models},2025,true,false,true,true,data-benchmark-eval,supporting,,,
haon_mechanistic_2025,Mechanistic interpretability for steering vision-language-action models,2025,true,false,true,true,policy-learning,supporting,,,
hirose_omnivla_2025,{OmniVLA}: {An} {Omni}-{Modal} {Vision}-{Language}-{Action} {Model} for {Robot} {Navigation},2025,true,false,true,true,data-benchmark-eval,supporting,,,
hsieh_what_2025,Do what? {Teaching} vision-language-action models to reject the impossible,2025,true,false,true,true,agent-architecture,supporting,,,
hu_joint_2025,Joint {Optimization} of {Fine}-grained {Representation} and {Workflow} {Orchestration} in {Metaverse} {Articulated} {Manipulation} {Auto}-generation by {VLA} {Method},2025,true,false,true,true,planning-reasoning,supporting,,,
hu_sample-efficient_2025,Sample-{Efficient} {Robot} {Skill} {Learning} for {Construction} {Tasks}: {Benchmarking} {Hierarchical} {Reinforcement} {Learning} and {Vision}-{Language}-{Action} {VLA} {Model},2025,true,false,true,true,data-benchmark-eval,supporting,,,
huang_adapower_2025,{AdaPower}: {Specializing} {World} {Foundation} {Models} for {Predictive} {Manipulation},2025,true,true,true,true,data-benchmark-eval,core,,,
huang_graphcot-vla_2025,{GraphCoT}-{VLA}: {A} {3D} {Spatial}-{Aware} {Reasoning} {Vision}-{Language}-{Action} {Model} for {Robotic} {Manipulation} with {Ambiguous} {Instructions},2025,true,false,true,true,planning-reasoning,supporting,,,
huang_tactile-vla_2025,Tactile-{VLA}: {Unlocking} {Vision}-{Language}-{Action} {Model}'s {Physical} {Knowledge} for {Tactile} {Generalization},2025,true,false,true,true,planning-reasoning,supporting,,,
hung_nora-15_2025,{NORA}-1.5: {A} {Vision}-{Language}-{Action} {Model} {Trained} using {World} {Model}- and {Action}-based {Preference} {Rewards},2025,true,true,true,true,data-benchmark-eval,core,,,
hung_nora_2025,{NORA}: {A} {Small} {Open}-{Sourced} {Generalist} {Vision} {Language} {Action} {Model} for {Embodied} {Tasks},2025,true,false,true,true,planning-reasoning,supporting,,,
intelligence__05_2025,\$π\_\{0.5\}\$: a {Vision}-{Language}-{Action} {Model} with {Open}-{World} {Generalization},2025,true,false,true,true,agent-architecture,supporting,,,
intelligence__06_2025,\$π{\textasciicircum}\{*\}\_\{0.6\}\$: a {VLA} {That} {Learns} {From} {Experience},2025,true,false,true,true,policy-learning,supporting,,,
jabbour_dont_2025,Don't {Run} with {Scissors}: {Pruning} {Breaks} {VLA} {Models} but {They} {Can} {Be} {Recovered},2025,true,false,true,true,agent-architecture,supporting,,,
jang_contextvla_2025,{ContextVLA}: {Vision}-{Language}-{Action} {Model} with {Amortized} {Multi}-{Frame} {Context},2025,true,false,true,true,agent-architecture,supporting,,,
jiang_better_2025,"The {Better} {You} {Learn}, {The} {Smarter} {You} {Prune}: {Towards} {Efficient} {Vision}-language-action {Models} via {Differentiable} {Token} {Pruning}",2025,true,false,true,true,data-benchmark-eval,supporting,,,
jiang_galaxea_2025,Galaxea {Open}-{World} {Dataset} and {G0} {Dual}-{System} {VLA} {Model},2025,true,false,true,true,data-benchmark-eval,supporting,,,
jiang_irl-vla_2025,{IRL}-{VLA}: {Training} an {Vision}-{Language}-{Action} {Policy} via {Reward} {World} {Model},2025,true,true,true,true,data-benchmark-eval,core,,,
jiang_survey_2025,A {Survey} on {Vision}-{Language}-{Action} {Models} for {Autonomous} {Driving},2025,true,false,true,true,survey-meta,core,,,
jiang_wholebodyvla_2025,{WholeBodyVLA}: {Towards} {Unified} {Latent} {VLA} for {Whole}-{Body} {Loco}-{Manipulation} {Control},2025,true,false,true,true,data-benchmark-eval,supporting,,,
jin_dual-actor_2025,Dual-{Actor} {Fine}-{Tuning} of {VLA} {Models}: {A} {Talk}-and-{Tweak} {Human}-in-the-{Loop} {Approach},2025,true,false,true,true,data-benchmark-eval,supporting,,,
julg_refined_2025,Refined {Policy} {Distillation}: {From} {VLA} {Generalists} to {RL} {Experts},2025,true,false,true,true,data-benchmark-eval,supporting,,,
kachaev_dont_2025,Don't {Blind} {Your} {VLA}: {Aligning} {Visual} {Representations} for {OOD} {Generalization},2025,true,false,true,true,policy-learning,supporting,,,
khazatsky_droid_2025,{DROID}: {A} {Large}-{Scale} {In}-{The}-{Wild} {Robot} {Manipulation} {Dataset},2025,true,false,true,true,data-benchmark-eval,supporting,,,
kim_fine-tuning_2025,Fine-{Tuning} {Vision}-{Language}-{Action} {Models}: {Optimizing} {Speed} and {Success},2025,true,false,true,true,data-benchmark-eval,supporting,,,
koo_retovla_2025,{RetoVLA}: {Reusing} {Register} {Tokens} for {Spatial} {Reasoning} in {Vision}-{Language}-{Action} {Models},2025,true,false,true,true,planning-reasoning,supporting,,,
leonardis_embodied_2025,Embodied {Understanding} of {Driving} {Scenarios},2025,true,false,true,true,foundation-definition,supporting,,,
li_3ds-vla_2025,3ds-vla: {A} 3d spatial-aware vision language action model for robust multi-task manipulation,2025,true,false,true,true,agent-architecture,supporting,,,
li_coa-vla_2025,Coa-vla: {Improving} vision-language-action models via visual-text chain-of-affordance,2025,true,false,true,true,agent-architecture,supporting,,,
li_cogvla_2025,{CogVLA}: {Cognition}-{Aligned} {Vision}-{Language}-{Action} {Model} via {Instruction}-{Driven} {Routing} \& {Sparsification},2025,true,false,true,true,data-benchmark-eval,supporting,,,
li_comprehensive_2025,A {Comprehensive} {Survey} on {World} {Models} for {Embodied} {AI},2025,true,true,true,true,survey-meta,core,,,
li_controlvla_2025,{ControlVLA}: {Few}-shot {Object}-centric {Adaptation} for {Pre}-trained {Vision}-{Language}-{Action} {Models},2025,true,false,true,true,policy-learning,supporting,,,
li_drivevla-w0_2025,{DriveVLA}-{W0}: {World} {Models} {Amplify} {Data} {Scaling} {Law} in {Autonomous} {Driving},2025,true,true,true,true,data-benchmark-eval,core,,,
li_embodied_2025,Embodied {Multi}-{Agent} {Systems}: {A} {Review},2025,true,false,true,true,foundation-definition,supporting,,,
li_hamster_2025,{HAMSTER}: {Hierarchical} {Action} {Models} {For} {Open}-{World} {Robot} {Manipulation},2025,true,false,true,true,data-benchmark-eval,supporting,,,
li_jarvis-vla_2025,{JARVIS}-{VLA}: {Post}-{Training} {Large}-{Scale} {Vision} {Language} {Models} to {Play} {Visual} {Games} with {Keyboards} and {Mouse},2025,true,false,true,true,data-benchmark-eval,supporting,,,
li_map-vla_2025,{MAP}-{VLA}: {Memory}-{Augmented} {Prompting} for {Vision}-{Language}-{Action} {Model} in {Robotic} {Manipulation},2025,true,false,true,true,data-benchmark-eval,supporting,,,
li_mimicdreamer_2025,{MimicDreamer}: {Aligning} {Human} and {Robot} {Demonstrations} for {Scalable} {VLA} {Training},2025,true,false,true,true,policy-learning,supporting,,,
li_qdepth-vla_2025,{QDepth}-{VLA}: {Quantized} {Depth} {Prediction} as {Auxiliary} {Supervision} for {Vision}-{Language}-{Action} {Models},2025,true,false,true,true,data-benchmark-eval,supporting,,,
li_robonurse-vla_2025,Robonurse-vla: {Robotic} scrub nurse system based on vision-language-action model,2025,true,false,true,true,agent-architecture,supporting,,,
li_scalable_2025,Scalable {Vision}-{Language}-{Action} {Model} {Pretraining} for {Robotic} {Manipulation} with {Real}-{Life} {Human} {Activity} {Videos},2025,true,false,true,true,data-benchmark-eval,supporting,,,
li_simplevla-rl_2025,{SimpleVLA}-{RL}: {Scaling} {VLA} {Training} via {Reinforcement} {Learning},2025,true,false,true,true,planning-reasoning,supporting,,,
li_spatial_2025,Spatial {Forcing}: {Implicit} {Spatial} {Representation} {Alignment} for {Vision}-language-action {Model},2025,true,false,true,true,data-benchmark-eval,supporting,,,
li_survey_2025,Survey of {Vision}-{Language}-{Action} {Models} for {Embodied} {Manipulation},2025,true,false,true,true,survey-meta,core,,,
li_switchvla_2025,{SwitchVLA}: {Execution}-{Aware} {Task} {Switching} for {Vision}-{Language}-{Action} {Models},2025,true,false,true,true,planning-reasoning,supporting,,,
li_towards_2025,Towards {Deploying} {VLA} without {Fine}-{Tuning}: {Plug}-and-{Play} {Inference}-{Time} {VLA} {Policy} {Steering} via {Embodied} {Evolutionary} {Diffusion},2025,true,false,true,true,policy-learning,supporting,,,
li_urbanvla_2025,{UrbanVLA}: {A} {Vision}-{Language}-{Action} {Model} for {Urban} {Micromobility},2025,true,false,true,true,policy-learning,supporting,,,
li_vla-rft_2025,{VLA}-{RFT}: {Vision}-{Language}-{Action} {Reinforcement} {Fine}-tuning with {Verified} {Rewards} in {World} {Simulators},2025,true,true,true,true,world-model-core,core,,,
li_vla_2025,{VLA} {Models} {Are} {More} {Generalizable} {Than} {You} {Think}: {Revisiting} {Physical} and {Spatial} {Modeling},2025,true,false,true,true,policy-learning,supporting,,,
liang_discrete_2025,Discrete {Diffusion} {VLA}: {Bringing} {Discrete} {Diffusion} to {Action} {Decoding} in {Vision}-{Language}-{Action} {Policies},2025,true,false,true,true,data-benchmark-eval,supporting,,,
liang_large_2025,Large {Model} {Empowered} {Embodied} {AI}: {A} {Survey} on {Decision}-{Making} and {Embodied} {Learning},2025,true,true,true,true,survey-meta,core,,,
liang_pixelvla_2025,{PixelVLA}: {Advancing} {Pixel}-level {Understanding} in {Vision}-{Language}-{Action} {Model},2025,true,false,true,true,data-benchmark-eval,supporting,,,
liao_genie_2025,Genie {Envisioner}: {A} {Unified} {World} {Foundation} {Platform} for {Robotic} {Manipulation},2025,true,false,true,true,data-benchmark-eval,supporting,,,
lin_evo-0_2025,Evo-0: {Vision}-{Language}-{Action} {Model} with {Implicit} {Spatial} {Understanding},2025,true,false,true,true,data-benchmark-eval,supporting,,,
